task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
96	b4/f2c0ef	189618	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (chr4_1441553-8797477)	COMPLETED	0	2023-03-12 02:33:39.066	46.5s	0ms	62.3%	3.1 MB	5.4 MB	93.3 KB	3.2 KB
108	3a/573406	190485	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (chr17_22813680-26627010)	COMPLETED	0	2023-03-12 02:33:39.280	47.6s	0ms	58.2%	3.1 MB	5.4 MB	93.5 KB	3.3 KB
116	4c/87ccb9	189944	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (chr9_43282957-43332174)	COMPLETED	0	2023-03-12 02:33:39.157	47.7s	0ms	49.6%	3.1 MB	5.4 MB	93.4 KB	3.3 KB
126	c8/7a5eed	190709	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (chrX_222347-1949345)	COMPLETED	0	2023-03-12 02:33:39.309	47.8s	1s	48.3%	3 MB	5.4 MB	93.3 KB	3.2 KB
132	6d/f1d9c6	190633	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (chrY_10316945-10544039)	COMPLETED	0	2023-03-12 02:33:39.298	47.9s	1s	55.8%	3.1 MB	5.4 MB	94.1 KB	3.5 KB
134	96/644ca7	190668	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (chr9_61518809-61735368)	COMPLETED	0	2023-03-12 02:33:39.304	49.1s	0ms	46.2%	3.1 MB	5.4 MB	93.4 KB	3.2 KB
120	eb/0d23ca	190792	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (chr10_39686683-41593521)	COMPLETED	0	2023-03-12 02:33:39.320	49.2s	0ms	53.7%	3 MB	5.4 MB	93.3 KB	3.2 KB
119	4b/919be6	190762	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (chr22_16302844-16304296)	COMPLETED	0	2023-03-12 02:33:39.316	49.4s	0ms	48.8%	3.1 MB	5.4 MB	93.4 KB	3.2 KB
123	26/f1d2dc	190573	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (chr16_34339330-34521510)	COMPLETED	0	2023-03-12 02:33:39.291	49.5s	0ms	80.2%	3 MB	5.4 MB	93.4 KB	3.3 KB
107	98/a7c581	189912	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (chr9_134185537-138334717)	COMPLETED	0	2023-03-12 02:33:39.147	50.4s	0ms	56.8%	3 MB	5.4 MB	93.3 KB	3.3 KB
109	c2/736ac0	189886	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (chrX_58605580-62412542)	COMPLETED	0	2023-03-12 02:33:39.139	50.9s	0ms	59.5%	3.1 MB	5.4 MB	93.3 KB	3.2 KB
87	11/9019bd	189849	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (chr1_16849164-29552233)	COMPLETED	0	2023-03-12 02:33:39.084	51.8s	0ms	66.9%	3 MB	5.4 MB	93.3 KB	3.2 KB
127	29/60687f	190744	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (chrY_20257794-21739542)	COMPLETED	0	2023-03-12 02:33:39.313	52.5s	0ms	62.9%	3.1 MB	5.4 MB	93.4 KB	3.2 KB
76	6c/4aae15	189984	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (chr15_84320067-101981189)	COMPLETED	0	2023-03-12 02:33:39.166	52.7s	0ms	40.9%	3.1 MB	5.4 MB	93.3 KB	3.2 KB
112	a2/97a5a1	191319	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (chr11_51078349-54425074)	COMPLETED	0	2023-03-12 02:33:39.884	52.1s	0ms	50.5%	3 MB	5.4 MB	93.3 KB	3.2 KB
114	ab/5a6c1f	191299	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (chr1_10001-207666)	COMPLETED	0	2023-03-12 02:33:39.872	52.3s	1s	66.9%	3.1 MB	5.4 MB	93.4 KB	3.2 KB
113	65/21e029	191292	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (chr2_94140558-94293015)	COMPLETED	0	2023-03-12 02:33:39.865	52.7s	0ms	63.3%	3 MB	5.4 MB	93.4 KB	3.3 KB
128	18/e34c1d	191288	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (chr22_12488691-12641730)	COMPLETED	0	2023-03-12 02:33:39.855	53.5s	0ms	58.4%	3.1 MB	5.4 MB	93.5 KB	3.3 KB
118	e1/351184	191523	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (chr16_36260629-36261158)	COMPLETED	0	2023-03-12 02:33:40.194	53.2s	0ms	77.5%	3.1 MB	5.4 MB	93.4 KB	3.3 KB
131	08/104de7	191515	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (chr9_65048125-65080082)	COMPLETED	0	2023-03-12 02:33:40.187	54.9s	0ms	46.8%	3.1 MB	5.4 MB	93.4 KB	3.3 KB
141	b5/20c071	191532	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (chr16_33442412-34289329)	COMPLETED	0	2023-03-12 02:33:40.199	55s	0ms	56.8%	3 MB	5.4 MB	93.3 KB	3.2 KB
138	f7/2d800f	191498	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (chr9_62798833-62958371)	COMPLETED	0	2023-03-12 02:33:40.178	55.2s	0ms	59.0%	3 MB	5.4 MB	93.4 KB	3.3 KB
139	b2/ee4094	191722	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (chr9_63968448-64135013)	COMPLETED	0	2023-03-12 02:33:40.493	55.8s	0ms	43.6%	3.1 MB	5.4 MB	93.4 KB	3.3 KB
143	ce/02e7f3	191749	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (chr20_29271827-29315342)	COMPLETED	0	2023-03-12 02:33:40.510	56.1s	0ms	50.5%	3.1 MB	5.4 MB	93.5 KB	3.3 KB
140	14/e2ff44	191714	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (chr15_22358243-23226874)	COMPLETED	0	2023-03-12 02:33:40.488	56.3s	0ms	99.8%	3 MB	5.4 MB	93.3 KB	3.2 KB
135	7e/79bdef	191710	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (chr15_21242091-21778502)	COMPLETED	0	2023-03-12 02:33:40.480	56.4s	0ms	41.7%	3.1 MB	5.4 MB	93.4 KB	3.2 KB
137	d0/1c06ec	191955	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (chr7_60878235-61327788)	COMPLETED	0	2023-03-12 02:33:40.694	57.1s	0ms	46.7%	3.1 MB	5.4 MB	93.4 KB	3.3 KB
142	d6/6dead4	191945	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (chrY_9453714-10266944)	COMPLETED	0	2023-03-12 02:33:40.680	57.3s	1s	60.8%	3 MB	5.4 MB	93.3 KB	3.2 KB
136	82/e4de89	192188	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (chr4_31832570-32833016)	COMPLETED	0	2023-03-12 02:33:40.902	59.2s	0ms	61.7%	3.1 MB	5.4 MB	93.3 KB	3.2 KB
145	ec/f1896c	191947	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (chr22_11428057-11497337)	COMPLETED	0	2023-03-12 02:33:40.687	59.5s	0ms	38.8%	3.1 MB	5.4 MB	93.5 KB	3.3 KB
144	12/da3ade	191966	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (chr21_7743701-7865746)	COMPLETED	0	2023-03-12 02:33:40.701	59.6s	0ms	53.5%	3 MB	5.4 MB	93.4 KB	3.3 KB
147	4d/bdff50	192230	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (chr20_28504765-28751119)	COMPLETED	0	2023-03-12 02:33:40.931	59.6s	0ms	52.8%	3 MB	5.4 MB	93.5 KB	3.3 KB
146	d4/bacf32	192204	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (chr9_60518559-60688432)	COMPLETED	0	2023-03-12 02:33:40.917	59.8s	0ms	44.6%	3.1 MB	5.4 MB	93.5 KB	3.3 KB
149	16/08564d	192442	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (chrX_49528395-50228964)	COMPLETED	0	2023-03-12 02:33:41.040	1m	0ms	74.1%	3 MB	5.4 MB	93.3 KB	3.2 KB
150	80/907b66	192453	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (chr13_113723021-114354328)	COMPLETED	0	2023-03-12 02:33:41.048	1m 1s	0ms	78.5%	3.1 MB	5.4 MB	93.4 KB	3.3 KB
148	a4/aed63d	192216	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (chr21_6789086-6934219)	COMPLETED	0	2023-03-12 02:33:40.925	1m 1s	0ms	92.1%	3.1 MB	5.4 MB	93.4 KB	3.2 KB
152	c9/09faa8	192466	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (chr22_10510001-10784643)	COMPLETED	0	2023-03-12 02:33:41.053	1m 1s	0ms	74.9%	3 MB	5.4 MB	93.5 KB	3.3 KB
151	cf/8540c3	192475	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (chr20_30088349-30425128)	COMPLETED	0	2023-03-12 02:33:41.057	1m 1s	0ms	84.8%	3.1 MB	5.4 MB	93.4 KB	3.2 KB
11	25/20421c	221042	NFCORE_SAREK:SAREK:PREPARE_GENOME:TABIX_DBSNP (dbsnp_146.hg38.vcf)	COMPLETED	0	2023-03-12 02:36:33.378	1m 30s	1m 27s	96.1%	19.3 MB	26.2 MB	3.2 GB	2.3 MB
13	6f/b60b59	220989	NFCORE_SAREK:SAREK:PREPARE_GENOME:MINIMAP2_INDEX (Homo_sapiens_assembly38.fasta)	COMPLETED	0	2023-03-12 02:36:29.437	1m 34s	1m 13s	525.1%	11.4 GB	21.5 GB	3 GB	7 GB
155	3b/d38ff7	225460	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP_MINIMAP2:MINIMAP2_ALIGN_BAM_SORT_INDEX:MINIMAP2_ALIGN (HG002_20220916-0)	COMPLETED	0	2023-03-12 02:38:03.489	21.4s	18s	164.9%	7.9 GB	8.1 GB	7 GB	19.8 MB
157	ab/76ec4d	225435	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP_MINIMAP2:MINIMAP2_ALIGN_BAM_SORT_INDEX:MINIMAP2_ALIGN (HG002_20220916-1)	COMPLETED	0	2023-03-12 02:38:03.479	22.3s	19s	191.4%	7.9 GB	8.3 GB	7 GB	27.9 MB
161	02/aff8b3	225419	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP_MINIMAP2:MINIMAP2_ALIGN_BAM_SORT_INDEX:MINIMAP2_ALIGN (HG002_20220916-10)	COMPLETED	0	2023-03-12 02:38:03.467	23.4s	20s	193.4%	7.9 GB	8.3 GB	7 GB	39.2 MB
172	a1/ebc97c	225474	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP_MINIMAP2:MINIMAP2_ALIGN_BAM_SORT_INDEX:MINIMAP2_ALIGN (HG002_20220916-1002)	COMPLETED	0	2023-03-12 02:38:03.492	24.2s	21s	213.2%	8.1 GB	8.5 GB	7 GB	47.7 MB
189	4e/2b9405	233278	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP_MINIMAP2:MINIMAP2_ALIGN_BAM_SORT_INDEX:SAMTOOLS_VIEW_BAM (HG002_20220916-0)	COMPLETED	0	2023-03-12 02:38:24.862	3.3s	0ms	192.0%	8.4 MB	13.7 MB	40 MB	28.9 MB
190	ed/bf97dd	233784	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP_MINIMAP2:MINIMAP2_ALIGN_BAM_SORT_INDEX:SAMTOOLS_VIEW_BAM (HG002_20220916-1)	COMPLETED	0	2023-03-12 02:38:25.747	2.4s	1s	203.7%	8.2 MB	13.8 MB	56.1 MB	40.6 MB
170	ea/362114	225443	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP_MINIMAP2:MINIMAP2_ALIGN_BAM_SORT_INDEX:MINIMAP2_ALIGN (HG002_20220916-1001)	COMPLETED	0	2023-03-12 02:38:03.483	25.7s	22s	211.6%	8.1 GB	8.5 GB	7 GB	42.4 MB
180	af/43cf18	225484	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP_MINIMAP2:MINIMAP2_ALIGN_BAM_SORT_INDEX:MINIMAP2_ALIGN (HG002_20220916-1004)	COMPLETED	0	2023-03-12 02:38:03.495	26.4s	23s	221.0%	8.2 GB	8.6 GB	7 GB	46.1 MB
165	58/1732f0	225418	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP_MINIMAP2:MINIMAP2_ALIGN_BAM_SORT_INDEX:MINIMAP2_ALIGN (HG002_20220916-100)	COMPLETED	0	2023-03-12 02:38:03.460	26.6s	23s	222.9%	8.6 GB	9 GB	7 GB	46.8 MB
167	b2/e3ec88	225449	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP_MINIMAP2:MINIMAP2_ALIGN_BAM_SORT_INDEX:MINIMAP2_ALIGN (HG002_20220916-1000)	COMPLETED	0	2023-03-12 02:38:03.486	26.9s	24s	227.2%	8.2 GB	8.6 GB	7 GB	44.5 MB
176	f5/b6f977	225425	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP_MINIMAP2:MINIMAP2_ALIGN_BAM_SORT_INDEX:MINIMAP2_ALIGN (HG002_20220916-1003)	COMPLETED	0	2023-03-12 02:38:03.473	27.2s	24s	210.7%	8.2 GB	8.6 GB	7 GB	41.7 MB
192	79/afe84b	234606	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP_MINIMAP2:MINIMAP2_ALIGN_BAM_SORT_INDEX:SAMTOOLS_VIEW_BAM (HG002_20220916-1002)	COMPLETED	0	2023-03-12 02:38:27.695	3.3s	1s	241.7%	8.6 MB	14 MB	95.7 MB	69.2 MB
191	a3/c5af60	234460	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP_MINIMAP2:MINIMAP2_ALIGN_BAM_SORT_INDEX:SAMTOOLS_VIEW_BAM (HG002_20220916-10)	COMPLETED	0	2023-03-12 02:38:26.868	4.3s	1s	208.9%	8.6 MB	14 MB	78.8 MB	56.9 MB
194	d6/6441df	234804	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP_MINIMAP2:MINIMAP2_ALIGN_BAM_SORT_INDEX:SAMTOOLS_SORT_INDEX (HG002_20220916-1)	COMPLETED	0	2023-03-12 02:38:28.184	3.1s	0ms	309.9%	3.1 MB	5.4 MB	12.6 MB	12.6 MB
193	ee/5677dd	234722	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP_MINIMAP2:MINIMAP2_ALIGN_BAM_SORT_INDEX:SAMTOOLS_SORT_INDEX (HG002_20220916-0)	COMPLETED	0	2023-03-12 02:38:28.127	3.5s	1s	255.8%	21.5 MB	3.4 GB	8.9 MB	8.8 MB
195	c1/2ceb68	235122	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP_MINIMAP2:MINIMAP2_ALIGN_BAM_SORT_INDEX:SAMTOOLS_VIEW_BAM (HG002_20220916-1001)	COMPLETED	0	2023-03-12 02:38:29.167	3.7s	1s	240.7%	8.3 MB	13.9 MB	85.1 MB	61.6 MB
197	86/58749e	235614	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP_MINIMAP2:MINIMAP2_ALIGN_BAM_SORT_INDEX:SAMTOOLS_VIEW_BAM (HG002_20220916-100)	COMPLETED	0	2023-03-12 02:38:30.061	3.4s	0ms	218.6%	8.5 MB	14 MB	93.8 MB	67.8 MB
201	ac/a87e00	236335	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP_MINIMAP2:MINIMAP2_ALIGN_BAM_SORT_INDEX:SAMTOOLS_SORT_INDEX (HG002_20220916-10)	COMPLETED	0	2023-03-12 02:38:31.203	2.8s	1s	255.8%	23.6 MB	3.4 GB	17.7 MB	17.7 MB
199	ad/97b668	236027	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP_MINIMAP2:MINIMAP2_ALIGN_BAM_SORT_INDEX:SAMTOOLS_VIEW_BAM (HG002_20220916-1003)	COMPLETED	0	2023-03-12 02:38:30.726	3.6s	1s	186.0%	7.8 MB	13.2 MB	83.7 MB	60.5 MB
200	03/83667d	236242	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP_MINIMAP2:MINIMAP2_ALIGN_BAM_SORT_INDEX:SAMTOOLS_SORT_INDEX (HG002_20220916-1002)	COMPLETED	0	2023-03-12 02:38:31.033	3.4s	1s	262.0%	25 MB	3.4 GB	21.4 MB	21.5 MB
198	ae/dac00c	235913	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP_MINIMAP2:MINIMAP2_ALIGN_BAM_SORT_INDEX:SAMTOOLS_VIEW_BAM (HG002_20220916-1000)	COMPLETED	0	2023-03-12 02:38:30.425	4.1s	1s	202.2%	7.9 MB	13.2 MB	89.3 MB	64.4 MB
196	ec/40d250	235552	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP_MINIMAP2:MINIMAP2_ALIGN_BAM_SORT_INDEX:SAMTOOLS_VIEW_BAM (HG002_20220916-1004)	COMPLETED	0	2023-03-12 02:38:29.949	4.8s	1s	195.7%	7.8 MB	13.2 MB	92.6 MB	66.8 MB
204	3f/f9b483	237999	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP_MINIMAP2:MINIMAP2_ALIGN_BAM_SORT_INDEX:SAMTOOLS_SORT_INDEX (HG002_20220916-1003)	COMPLETED	0	2023-03-12 02:38:34.332	2.6s	1s	277.6%	23.7 MB	3.4 GB	18.7 MB	18.8 MB
202	2c/e74ea5	237460	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP_MINIMAP2:MINIMAP2_ALIGN_BAM_SORT_INDEX:SAMTOOLS_SORT_INDEX (HG002_20220916-1001)	COMPLETED	0	2023-03-12 02:38:32.890	4.2s	1s	293.0%	23.6 MB	3.4 GB	19.1 MB	19.2 MB
203	1e/636d5c	237751	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP_MINIMAP2:MINIMAP2_ALIGN_BAM_SORT_INDEX:SAMTOOLS_SORT_INDEX (HG002_20220916-100)	COMPLETED	0	2023-03-12 02:38:33.526	3.8s	1s	285.8%	24.6 MB	3.4 GB	20.9 MB	21 MB
206	fc/ded318	238204	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP_MINIMAP2:MINIMAP2_ALIGN_BAM_SORT_INDEX:SAMTOOLS_SORT_INDEX (HG002_20220916-1004)	COMPLETED	0	2023-03-12 02:38:34.776	2.5s	1s	290.2%	22.4 MB	3.4 GB	20.6 MB	20.7 MB
205	e0/d901b5	238092	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP_MINIMAP2:MINIMAP2_ALIGN_BAM_SORT_INDEX:SAMTOOLS_SORT_INDEX (HG002_20220916-1000)	COMPLETED	0	2023-03-12 02:38:34.568	2.8s	0ms	303.2%	21.8 MB	3.4 GB	19.9 MB	20 MB
208	6d/cbdc3c	239331	NFCORE_SAREK:SAREK:BAM_MERGE_INDEX_SAMTOOLS:MERGE_BAM (HG002_20220916)	COMPLETED	0	2023-03-12 02:38:37.427	3.1s	2s	759.2%	41.9 MB	2.9 GB	160.5 MB	159.8 MB
209	59/3100b9	239767	NFCORE_SAREK:SAREK:BAM_MERGE_INDEX_SAMTOOLS:INDEX_MERGE_BAM (HG002_20220916)	COMPLETED	0	2023-03-12 02:38:40.590	3.2s	2s	84.5%	10.3 MB	16.2 MB	160 MB	2.1 MB
210	aa/0bd0c8	240701	NFCORE_SAREK:SAREK:BAM_TO_CRAM_MAPPING (HG002_20220916)	COMPLETED	0	2023-03-12 02:38:45.463	26s	24s	129.4%	1.3 GB	1.8 GB	6.6 GB	438.3 MB
207	d3/4d9816	239773	NFCORE_SAREK:SAREK:BAM_MARKDUPLICATES:GATK4_MARKDUPLICATES (HG002_20220916)	COMPLETED	0	2023-03-12 02:38:40.604	59.5s	58s	180.3%	10.7 GB	42.4 GB	6.8 GB	313.2 MB
211	13/3a5fc1	243803	NFCORE_SAREK:SAREK:BAM_MARKDUPLICATES:INDEX_MARKDUPLICATES (HG002_20220916)	COMPLETED	0	2023-03-12 02:39:40.128	2.2s	0ms	82.1%	19.3 MB	32.8 MB	81.8 MB	9.5 KB
213	40/3ae822	244609	NFCORE_SAREK:SAREK:BAM_MARKDUPLICATES:CRAM_QC_MOSDEPTH_SAMTOOLS:SAMTOOLS_STATS (HG002_20220916)	COMPLETED	0	2023-03-12 02:40:00.204	43s	41s	95.2%	817.2 MB	849.1 MB	6.1 GB	14.4 MB
251	d2/f8ced1	247925	NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (HG002_20220916)	FAILED	2	2023-03-12 02:40:56.701	29.6s	29.5s	-	-	-	-	-
233	ff/5378d1	248497	NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (HG002_20220916)	FAILED	2	2023-03-12 02:40:58.419	28.3s	28.3s	-	-	-	-	-
225	b3/8b1c00	248889	NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (HG002_20220916)	FAILED	2	2023-03-12 02:40:59.610	28s	27.9s	-	-	-	-	-
218	f3/a21315	249368	NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (HG002_20220916)	FAILED	2	2023-03-12 02:41:00.770	28.4s	28.4s	-	-	-	-	-
217	3c/993cca	249993	NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (HG002_20220916)	FAILED	2	2023-03-12 02:41:01.923	29.4s	29.3s	-	-	-	-	-
257	74/0d3018	250630	NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (HG002_20220916)	FAILED	2	2023-03-12 02:41:03.093	30.7s	30.6s	-	-	-	-	-
311	cf/d6c6e0	251354	NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (HG002_20220916)	FAILED	2	2023-03-12 02:41:04.265	30.1s	30s	-	-	-	-	-
221	93/b83600	252050	NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (HG002_20220916)	FAILED	2	2023-03-12 02:41:05.433	30.1s	30s	-	-	-	-	-
308	1e/cb1381	252769	NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (HG002_20220916)	FAILED	2	2023-03-12 02:41:06.610	30.4s	30.3s	-	-	-	-	-
291	e7/f75c8f	253693	NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (HG002_20220916)	FAILED	2	2023-03-12 02:41:07.780	31.8s	31.8s	-	-	-	-	-
219	e2/1ad54c	254680	NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (HG002_20220916)	FAILED	2	2023-03-12 02:41:08.981	30.7s	30.6s	-	-	-	-	-
224	a1/b79103	255874	NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (HG002_20220916)	FAILED	2	2023-03-12 02:41:10.271	30.9s	30.8s	-	-	-	-	-
228	6a/860a02	258107	NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (HG002_20220916)	FAILED	2	2023-03-12 02:41:12.630	29.1s	29s	-	-	-	-	-
222	91/9084ec	256916	NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (HG002_20220916)	FAILED	2	2023-03-12 02:41:11.454	31.2s	31.2s	-	-	-	-	-
334	42/401dc1	259807	NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (HG002_20220916)	FAILED	2	2023-03-12 02:41:14.748	29.1s	29.1s	-	-	-	-	-
293	3d/1202dc	261243	NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (HG002_20220916)	FAILED	2	2023-03-12 02:41:16.357	29.5s	29.4s	-	-	-	-	-
332	af/d44c83	262623	NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (HG002_20220916)	FAILED	2	2023-03-12 02:41:17.950	28.5s	28.5s	-	-	-	-	-
212	d3/cea853	245983	NFCORE_SAREK:SAREK:BAM_MARKDUPLICATES:CRAM_QC_MOSDEPTH_SAMTOOLS:MOSDEPTH (HG002_20220916)	ABORTED	-	2023-03-12 02:40:19.925	-	-	-	-	-	-	-
319	51/b57145	264042	NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR (HG002_20220916)	ABORTED	-	2023-03-12 02:41:19.541	-	-	-	-	-	-	-
